client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
a2f965941ced4af8d54e61b2b02cea682b3490810a7b10438ac70adb9cb6ec1a2b72a7fac6a854f7f6ab1c4f20eeff6363477d27387cee28d6167510a1fa5718	common_voice_sw_31855574.mp3	Mwana ndhuri ni ule apendae kuridhiya vadhadhi vake.	2	0	twenties	male		sw	
a97d5ca265b604a183a24db47633ca256f9fd202c3a2658519d756a4a09339adce363f7bf74b03e238855972f49b6e9ec20b4898b6aa44cd7dd879537760f49a	common_voice_sw_31855572.mp3	Huyu anzoea kupeleka watu atakavyo yeye	2	0	twenties	female		sw	
b8a0c44607d35a13319a7d06ab4d19978004b541dc8e7e490d7a17e801da1271a9f45311073ce5ad7f1ba1c7a922838d91c1e46c2d043a2a4f95a42f2eb3471f	common_voice_sw_32167857.mp3	Ua lile zuri	4	0				sw	
c2cc13b24d46570f5ff05c010bd5ceb33023e73eb4a5f61269fde4496ff520b3eaabd00f83d04d9e6654f16ea31037caf68dc8a2f7c6584d746b319aaff59f31	common_voice_sw_32304884.mp3	"Ni kipande, chochote"	2	0				sw	
c95bde482daadb26ddbd513c570e08853debae710e9445200aafd7709058a912493f7030fec71217181fb334cc2fb172b704ff14552caf5730f6983b5864df63	common_voice_sw_31855728.mp3	Mwana kilizi ka nini /kamani/kama nini	2	0	twenties	male		sw	
d1a3a8dfe76ae2055ca84cc807f7169259b8fb1d78ee70f01ad7630d88944a675a3c04429eabffd26aff1ac86a5e45c6a757fd824ba724aa6bce9d6dd6c6d872	common_voice_sw_32117008.mp3	Lazima tufanye kama tulivyoambiwa.	2	0	twenties	male		sw	
d5ca50829f96053138bf9f45b9bd3ee2412c01966b33d023499b2e08e9fff09c42777d8c6259179a3582a31ce63b817b0e3d69cd009c5991af585268e5fba057	common_voice_sw_31896813.mp3	"Mprange, kibarawa hicho"	2	0	twenties	female		sw	
ebc19ee73e0f5bfa3f274e7bf84114a059bc4f18de796f3bec5909a813bd94f0c99909ebc7e38f3b4a81ed28c1edb3fbf3055e03c4b07298f06a3ca6387fb708	common_voice_sw_31855702.mp3	Jioni chutaenda shambani kuchomoa michi isiyo na faida	2	0	twenties	female		sw	
307fd7232db2586a28fdb31b38e1dbd8c194ae58c1a7b4c1189f80183670744bff529e4a388762799a1e02affeb067e5570fb051c4de7539c593699a9c5deabb	common_voice_sw_31855748.mp3	Nafasi yangu hii	2	0	twenties	male		sw	
307fd7232db2586a28fdb31b38e1dbd8c194ae58c1a7b4c1189f80183670744bff529e4a388762799a1e02affeb067e5570fb051c4de7539c593699a9c5deabb	common_voice_sw_31928795.mp3	Hata kuosha vyombo hajui	8	0	twenties	male		sw	
320d9906d932fdb347334f688362a8a100d75adaa52252635d29cc831f9b1e94eb68808d3e9c8c0c36f86d6da256116982ce829d4a349a010b460c9eace6bcc5	common_voice_sw_32203934.mp3	Nvumbani kwa chai kavu pia ni nduri.	2	0				sw	
320d9906d932fdb347334f688362a8a100d75adaa52252635d29cc831f9b1e94eb68808d3e9c8c0c36f86d6da256116982ce829d4a349a010b460c9eace6bcc5	common_voice_sw_32206529.mp3	Ajuza aliyeshi miaka mia	2	0				sw	
3379231212663b993aebd1751683b857e8f3b42b71529e8f6c939609485d1390b656ec8a14922d816e3a00ed41d7bb4abe5bb9cf5bfeb089684ebac09a322175	common_voice_sw_31910170.mp3	Urojo kila mahali mtaa huu	4	0				sw	
3379231212663b993aebd1751683b857e8f3b42b71529e8f6c939609485d1390b656ec8a14922d816e3a00ed41d7bb4abe5bb9cf5bfeb089684ebac09a322175	common_voice_sw_31910263.mp3	Mimi ninampenda Katherine	2	0				sw	
34352a03d478196f283ec7d2da8e6df75d7f7fe914e9a76a62a7e7f1da48e613bebb7fafc0b449a6c1d7d6718b2c1a6d7efc830fe277466645f871311d98aaf7	common_voice_sw_31893104.mp3	"Mimi nimemkatia huyu kipande katika ardhi yangu, katikati, nusu kwa nusu"	2	0				sw	
34352a03d478196f283ec7d2da8e6df75d7f7fe914e9a76a62a7e7f1da48e613bebb7fafc0b449a6c1d7d6718b2c1a6d7efc830fe277466645f871311d98aaf7	common_voice_sw_31893105.mp3	Kapata shilingi ngapi	2	0				sw	
411120d5d15c32229ad97bdbfbd03c584bce2f1e58f5352b92fcf36358a73adf29b85b263101acd40d78300316e0c8c1a1fa95a4c00662241b9688d0fca275fb	common_voice_sw_31909901.mp3	Dalili a mvua ni mawingu.	2	1				sw	
411120d5d15c32229ad97bdbfbd03c584bce2f1e58f5352b92fcf36358a73adf29b85b263101acd40d78300316e0c8c1a1fa95a4c00662241b9688d0fca275fb	common_voice_sw_31909904.mp3	Jamaa amfiwa na mkewe bwana ampata pigo kubwa sana	3	0				sw	
475f2578a5f5660a698f0a3b3191521a25e035d23753f2e16ecccab0cfe423093354009603845ff3f541b2da508bbbebf92893536e253a5909aba57e11b39de4	common_voice_sw_32093392.mp3	Jaribishaga huwa ukavata.	2	0				sw	
475f2578a5f5660a698f0a3b3191521a25e035d23753f2e16ecccab0cfe423093354009603845ff3f541b2da508bbbebf92893536e253a5909aba57e11b39de4	common_voice_sw_32093394.mp3	Mwichuni hufanya chanu kuchengedheya makaa.	4	0				sw	
512acbdf2ffa7b2580392ce29bfef490d8de8731562ee4fcdf8d9793c09db4bcb0542f0af829e2cb2afc79c9e7ecfa48c0fa7b36a81d20b13db946dd6a1184c1	common_voice_sw_31855539.mp3	Unatakiwa kumaliza kazi katika muda uliopangiwa.	2	0	twenties	male		sw	
512acbdf2ffa7b2580392ce29bfef490d8de8731562ee4fcdf8d9793c09db4bcb0542f0af829e2cb2afc79c9e7ecfa48c0fa7b36a81d20b13db946dd6a1184c1	common_voice_sw_31855630.mp3	Soma kwa sauti ujibu maswali yote	3	0	twenties	male		sw	
8b6839ed34bca6b74162832286a091398de289ca2f7459ff808c1e4aacf7c16e9033c0e6feee950de53d2fdd661090a8acacab407afc931a8a0b2b2944d43e3e	common_voice_sw_32366338.mp3	Mara ningii vatonyi vakenda ago hutukua alivandi.	2	1				sw	
8b6839ed34bca6b74162832286a091398de289ca2f7459ff808c1e4aacf7c16e9033c0e6feee950de53d2fdd661090a8acacab407afc931a8a0b2b2944d43e3e	common_voice_sw_32366415.mp3	Vukaga upande unoku.	2	0				sw	
b90571aa30ecd2270e0c4fbe41a1eda0683a3e1ea277103b5af2a54f83c0196be47306c05df2e07dcc936e81fc1ea9f7839718d7893975ba62cec5199a2f0fdd	common_voice_sw_31853603.mp3	Anatazama mpira uwanjani	2	0				sw	
d750b40deaed3204b40d365f1a53c604e0a4ac1b088c85f6bfdc29929d29d8ace0d32424a22bc7622821dd9cd5f6c570c96d3ba7b1aaff5bbcda94c590f9d283	common_voice_sw_32272451.mp3	Vageni vakiya huku kwechu huchumia kijiko kulia wali	8	0	twenties	male		sw	
d750b40deaed3204b40d365f1a53c604e0a4ac1b088c85f6bfdc29929d29d8ace0d32424a22bc7622821dd9cd5f6c570c96d3ba7b1aaff5bbcda94c590f9d283	common_voice_sw_32272452.mp3	Alivaa sidiria neupe akava hutuangaa	2	0	twenties	male		sw	
dba8281da6ee69688c6fdf06718271d66c9326470b51c4f4766ce27f7168b01251a51519eef7441c79984597bb6a9a38858e2dd1a5750c7f021ae8db7091a454	common_voice_sw_31896220.mp3	Nchu akipekwa kochini ruhu huva na kicho nno.	2	0	twenties	female		sw	
dba8281da6ee69688c6fdf06718271d66c9326470b51c4f4766ce27f7168b01251a51519eef7441c79984597bb6a9a38858e2dd1a5750c7f021ae8db7091a454	common_voice_sw_31896224.mp3	Kaka kalipa bili ya maji ya mwaka nzima	2	0	twenties	female		sw	
e2ac2b87d3a077f47727912f1e3b27a4cf5e0071abe54a63dff1c23b1eade1dc5e9ffb7a30763c7497bdbf2db471aa5aeb34b0db22ec5f2eb488734e4ec79948	common_voice_sw_32366421.mp3	Tweika kumbukumbu zetu katika mabuku	4	1	twenties	male		sw	
e2ac2b87d3a077f47727912f1e3b27a4cf5e0071abe54a63dff1c23b1eade1dc5e9ffb7a30763c7497bdbf2db471aa5aeb34b0db22ec5f2eb488734e4ec79948	common_voice_sw_32366424.mp3	Wenda upesi uvate urudi.	6	2	twenties	male		sw	
fd160793ee42a5fbcf3483e90742777646e73879af9acc10b54e6ef00634d5fec1378f0b722b5969b99afb86730a38b9171e22e6346480dd8de36679a093def4	common_voice_sw_32209881.mp3	Kawaida yao wapiso kufanya mambo maviti	4	1	twenties			sw	
fd160793ee42a5fbcf3483e90742777646e73879af9acc10b54e6ef00634d5fec1378f0b722b5969b99afb86730a38b9171e22e6346480dd8de36679a093def4	common_voice_sw_32210014.mp3	"Ntanga, vana hupenda kutedha ntangani."	5	1	twenties			sw	
2ea815c07d70db959d30048712a3180f03678a413f95c4c31ca04f18c7bd10fb17980b4e22176ad93272372ba10b71c365b7d8b59596ede40a33397fd0a2933a	common_voice_sw_31909809.mp3	Kila mwanafunzi anatakiwa kulipa pesa ya ada.	3	0				sw	
2ea815c07d70db959d30048712a3180f03678a413f95c4c31ca04f18c7bd10fb17980b4e22176ad93272372ba10b71c365b7d8b59596ede40a33397fd0a2933a	common_voice_sw_31909893.mp3	Watoto wanakunywa maziwa	2	0				sw	
2ea815c07d70db959d30048712a3180f03678a413f95c4c31ca04f18c7bd10fb17980b4e22176ad93272372ba10b71c365b7d8b59596ede40a33397fd0a2933a	common_voice_sw_31909900.mp3	Watoto wanasaidia wakubwa	2	0				sw	
2ede89eb3cb06c83f468ae29573d622faf517a505997a2adb5953bc7d1e335fbe7a9ebd3ddcadd6909400f46c9ea14151b42e643d26056797eb1b758259642e0	common_voice_sw_31855644.mp3	Iye hupenda kuya wakati yuva lindoanguka.	2	0	teens	male		sw	
2ede89eb3cb06c83f468ae29573d622faf517a505997a2adb5953bc7d1e335fbe7a9ebd3ddcadd6909400f46c9ea14151b42e643d26056797eb1b758259642e0	common_voice_sw_31856003.mp3	Juzi nilinunua vikombe vya sini	3	0	teens	male		sw	
2ede89eb3cb06c83f468ae29573d622faf517a505997a2adb5953bc7d1e335fbe7a9ebd3ddcadd6909400f46c9ea14151b42e643d26056797eb1b758259642e0	common_voice_sw_31856006.mp3	Yule mtu katili sana	2	0	teens	male		sw	
5542be0d92e71ef6b637ca9dfd28d6927507f71821aa8b5abade4625016fc3a8bf36a78b67e1f25978d13010d8eb7d9a35472a65564dd6a5ceb89c84c428d1ba	common_voice_sw_32116869.mp3	"Mzigo una tonobari usije	2	0	twenties	female		sw	
5542be0d92e71ef6b637ca9dfd28d6927507f71821aa8b5abade4625016fc3a8bf36a78b67e1f25978d13010d8eb7d9a35472a65564dd6a5ceb89c84c428d1ba	common_voice_sw_32116903.mp3	Nkarafuu pia nikiungo huchiwa kwenye chai kavu.	3	1	twenties	female		sw	
5542be0d92e71ef6b637ca9dfd28d6927507f71821aa8b5abade4625016fc3a8bf36a78b67e1f25978d13010d8eb7d9a35472a65564dd6a5ceb89c84c428d1ba	common_voice_sw_32116941.mp3	Sebu uporo	2	0	twenties	female		sw	
88c978fa9cffdf8204f92e97a65222ac625130fecdacc6c0c2ed5482fec6f4d795f110588ad9509236c8e17623ff6c533a7285421ef940c1802620c73c721fc3	common_voice_sw_32211255.mp3	Mafucha ya hondoo ni dawa ya baridi	2	0	twenties	male		sw	
88c978fa9cffdf8204f92e97a65222ac625130fecdacc6c0c2ed5482fec6f4d795f110588ad9509236c8e17623ff6c533a7285421ef940c1802620c73c721fc3	common_voice_sw_32211523.mp3	Usichomboe ito langu.	2	0	twenties	male		sw	
88c978fa9cffdf8204f92e97a65222ac625130fecdacc6c0c2ed5482fec6f4d795f110588ad9509236c8e17623ff6c533a7285421ef940c1802620c73c721fc3	common_voice_sw_32211750.mp3	Usinivirishevirishe kama mviringo wa mwedhi.	2	0	twenties	male		sw	
dddf7dc60c745ef0273d2a1eb614b49d9b39f54ba50d1628b217a6c4d23eaa79f1f32b7403ddd0675c806b9cbaec9b8013e9202cba6030e4798c1a58e2c8aef5	common_voice_sw_31918363.mp3	Bosi kantwaa kisu	2	0				sw	
dddf7dc60c745ef0273d2a1eb614b49d9b39f54ba50d1628b217a6c4d23eaa79f1f32b7403ddd0675c806b9cbaec9b8013e9202cba6030e4798c1a58e2c8aef5	common_voice_sw_31918453.mp3	Mechi yajayo twashinda	2	0				sw	
dddf7dc60c745ef0273d2a1eb614b49d9b39f54ba50d1628b217a6c4d23eaa79f1f32b7403ddd0675c806b9cbaec9b8013e9202cba6030e4798c1a58e2c8aef5	common_voice_sw_31918526.mp3	Damu ni damu	2	0				sw	
debb06a077e157abeb62a9eea11b4d2fec6434539a95283f890273a58896f8ce01aa7eb037f91d11a3e3b3d6acffa8b65db46f03beaf834f29bf508a5442c241	common_voice_sw_31839486.mp3	Ongeza ufaulu wako darasani	2	0	twenties	male		sw	
debb06a077e157abeb62a9eea11b4d2fec6434539a95283f890273a58896f8ce01aa7eb037f91d11a3e3b3d6acffa8b65db46f03beaf834f29bf508a5442c241	common_voice_sw_32251202.mp3	Mtoto mchanga	2	0				sw	
debb06a077e157abeb62a9eea11b4d2fec6434539a95283f890273a58896f8ce01aa7eb037f91d11a3e3b3d6acffa8b65db46f03beaf834f29bf508a5442c241	common_voice_sw_32251204.mp3	Kumpikwa biriani	3	0				sw	
ec6488de09b414f2fd749cbec1b177a963cf228ee18449e5054eb79435355692ad0b023a86334fe0b31e6e549e67896ee0b4f89ca81dfe03c9d4b2e9ed1be500	common_voice_sw_31914131.mp3	Jaalia weye u mwalimu	2	0				sw	
ec6488de09b414f2fd749cbec1b177a963cf228ee18449e5054eb79435355692ad0b023a86334fe0b31e6e549e67896ee0b4f89ca81dfe03c9d4b2e9ed1be500	common_voice_sw_31914153.mp3	Kalamu ake ata kifiniko hakifuniki.	4	0				sw	
ec6488de09b414f2fd749cbec1b177a963cf228ee18449e5054eb79435355692ad0b023a86334fe0b31e6e549e67896ee0b4f89ca81dfe03c9d4b2e9ed1be500	common_voice_sw_31914249.mp3	Taja watu waili unaowajua	2	0				sw	
493a7eb8ad809cdff227decace7a116fa78bab8313077c63cda1accaf7e03e186289d01492c725cbb50af1e5f9bb18e6ce05638c4c3a7f5e50628d83725f33dd	common_voice_sw_31909928.mp3	Geuza gari yako kwa umakini.	2	0	twenties	female		sw	
493a7eb8ad809cdff227decace7a116fa78bab8313077c63cda1accaf7e03e186289d01492c725cbb50af1e5f9bb18e6ce05638c4c3a7f5e50628d83725f33dd	common_voice_sw_31909929.mp3	Numbani kwechu hakuna pana siku hidhi	2	0	twenties	female		sw	
493a7eb8ad809cdff227decace7a116fa78bab8313077c63cda1accaf7e03e186289d01492c725cbb50af1e5f9bb18e6ce05638c4c3a7f5e50628d83725f33dd	common_voice_sw_31909995.mp3	Nsufi wa jirani angu ni nrefu sana nchi wake.	2	0	twenties	female		sw	
493a7eb8ad809cdff227decace7a116fa78bab8313077c63cda1accaf7e03e186289d01492c725cbb50af1e5f9bb18e6ce05638c4c3a7f5e50628d83725f33dd	common_voice_sw_31910120.mp3	Palizi ifanyiki jana	3	1	twenties	female		sw	
740cfe95edaa57bc8e9579ec9be02504dff24d67f4a9271b2101ac5248e731f08b513fff506715673d34ae4ebffae487f5fd5dc418c83a81556ae326c191f8fd	common_voice_sw_31945409.mp3	Rashid kamfanya uzuri katika masomoye	2	0	thirties	male		sw	
740cfe95edaa57bc8e9579ec9be02504dff24d67f4a9271b2101ac5248e731f08b513fff506715673d34ae4ebffae487f5fd5dc418c83a81556ae326c191f8fd	common_voice_sw_31945412.mp3	Leo tumealika wageni rasmi.	5	0	thirties	male		sw	
740cfe95edaa57bc8e9579ec9be02504dff24d67f4a9271b2101ac5248e731f08b513fff506715673d34ae4ebffae487f5fd5dc418c83a81556ae326c191f8fd	common_voice_sw_31948446.mp3	Lavya vitu mkobani.	2	0	thirties	male		sw	
8ae3ffeb5fe7e4ff72bedc85f0bdb34f4c7d0c7bbd581814cc47ea09ac9a959c96cc5321d1fe227d79a4edc6178ab30e201ab096ad1842686787fb5fa6e11a8e	common_voice_sw_32176620.mp3	ujumbe	2	0				sw	
8ae3ffeb5fe7e4ff72bedc85f0bdb34f4c7d0c7bbd581814cc47ea09ac9a959c96cc5321d1fe227d79a4edc6178ab30e201ab096ad1842686787fb5fa6e11a8e	common_voice_sw_32176623.mp3	Kata pua uunge wajihi	3	1				sw	
8ae3ffeb5fe7e4ff72bedc85f0bdb34f4c7d0c7bbd581814cc47ea09ac9a959c96cc5321d1fe227d79a4edc6178ab30e201ab096ad1842686787fb5fa6e11a8e	common_voice_sw_32176742.mp3	Mtoto wangu amepata shahada	2	0				sw	
8ae3ffeb5fe7e4ff72bedc85f0bdb34f4c7d0c7bbd581814cc47ea09ac9a959c96cc5321d1fe227d79a4edc6178ab30e201ab096ad1842686787fb5fa6e11a8e	common_voice_sw_32177229.mp3	Mnagawana upatu lini?	2	0				sw	
9ee879a1b367e04356a78f3ff0c132d9baae13889db8ccf6dbf724aecfda6b58aadd81213b862a7b046f065b18e5f58cb6e119576fc83dc8fdd74daa6d53a730	common_voice_sw_31896963.mp3	Andika sentensi zote kwa usahihi.	2	0	twenties	female		sw	
9ee879a1b367e04356a78f3ff0c132d9baae13889db8ccf6dbf724aecfda6b58aadd81213b862a7b046f065b18e5f58cb6e119576fc83dc8fdd74daa6d53a730	common_voice_sw_31896964.mp3	Fesal athakwenda dakika hii	2	0	twenties	female		sw	
9ee879a1b367e04356a78f3ff0c132d9baae13889db8ccf6dbf724aecfda6b58aadd81213b862a7b046f065b18e5f58cb6e119576fc83dc8fdd74daa6d53a730	common_voice_sw_31926351.mp3	"Mara ya pili, yanshapita"	4	1	twenties	female		sw	
9ee879a1b367e04356a78f3ff0c132d9baae13889db8ccf6dbf724aecfda6b58aadd81213b862a7b046f065b18e5f58cb6e119576fc83dc8fdd74daa6d53a730	common_voice_sw_31926353.mp3	Ali ametumia mbao kuunda viti vya ofisini.	3	0	twenties	female		sw	
9f3236300cf618504fd4448434cdda13192e1d62b2a2e2dc471c4def3f5bd6af7b503c9b8c37425b3df2c72e73ed8b4602a818ef30584568f8f7e55c385041b8	common_voice_sw_32064860.mp3	"Twatumia kwa neno jengine, makini"	2	1	twenties	female		sw	
9f3236300cf618504fd4448434cdda13192e1d62b2a2e2dc471c4def3f5bd6af7b503c9b8c37425b3df2c72e73ed8b4602a818ef30584568f8f7e55c385041b8	common_voice_sw_32065440.mp3	Apenda sukari kaa tungu	5	0	twenties	female		sw	
9f3236300cf618504fd4448434cdda13192e1d62b2a2e2dc471c4def3f5bd6af7b503c9b8c37425b3df2c72e73ed8b4602a818ef30584568f8f7e55c385041b8	common_voice_sw_32065441.mp3	Nyumba nzima injaa na vumbi	4	0	twenties	female		sw	
9f3236300cf618504fd4448434cdda13192e1d62b2a2e2dc471c4def3f5bd6af7b503c9b8c37425b3df2c72e73ed8b4602a818ef30584568f8f7e55c385041b8	common_voice_sw_32065442.mp3	Tengeneza iyo meza.	4	0	twenties	female		sw	
aea1f3ddfd6a2a47fd8f121a167253132320400e6dce93207133e2613c5813983baf4b17733de547ef48de3ade794efa063a3c93ace330336dcdd9a60685b1c4	common_voice_sw_31910579.mp3	Hujengea kwa ntanga wa pwani	2	0	twenties	male		sw	
aea1f3ddfd6a2a47fd8f121a167253132320400e6dce93207133e2613c5813983baf4b17733de547ef48de3ade794efa063a3c93ace330336dcdd9a60685b1c4	common_voice_sw_31925097.mp3	Yule ana maradhi mabaya	4	0	twenties	male		sw	
aea1f3ddfd6a2a47fd8f121a167253132320400e6dce93207133e2613c5813983baf4b17733de547ef48de3ade794efa063a3c93ace330336dcdd9a60685b1c4	common_voice_sw_31925098.mp3	Kocha kabadili nchezaji bila sababu	2	0	twenties	male		sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31855440.mp3	Piga mpira	2	0	teens	female		sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31855443.mp3	Yao makopo yatuwe vyema.	2	0	teens	female		sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31855597.mp3	"Sanaa, Msanii, tumeonyeshwa sanaa ndani Fort Jesus"	2	0	teens	female		sw	
f903929b68d1ff7827c2a81c167e705184d4411f6c37ccb33dd958c8d9501674f7c83178a8682ec8e9b220f748405a15740822651168f6dcd2997f51cbe71012	common_voice_sw_31855600.mp3	Kake kanauka masomoni kauya nyumbani	2	0	teens	female		sw	
1226b72a85232d6a004e07166fe51ea6a5029ef4b880c032262e8ca2c3a64793f9c9914fd9a1236d4b2a855e5597bfd20717f26d58f8585dea1735a8f0ec3fe2	common_voice_sw_31855579.mp3	"Ukitaka kutenda jambo, fikiriya mwisho wake"	2	0	twenties	female		sw	
1226b72a85232d6a004e07166fe51ea6a5029ef4b880c032262e8ca2c3a64793f9c9914fd9a1236d4b2a855e5597bfd20717f26d58f8585dea1735a8f0ec3fe2	common_voice_sw_31855584.mp3	Isi wa kupaka/kurabi huokwa kwa makaa.	2	0	twenties	female		sw	
1226b72a85232d6a004e07166fe51ea6a5029ef4b880c032262e8ca2c3a64793f9c9914fd9a1236d4b2a855e5597bfd20717f26d58f8585dea1735a8f0ec3fe2	common_voice_sw_31855686.mp3	Ana aibu sana kwa sababu afundira chakula	4	2	twenties	female		sw	
1226b72a85232d6a004e07166fe51ea6a5029ef4b880c032262e8ca2c3a64793f9c9914fd9a1236d4b2a855e5597bfd20717f26d58f8585dea1735a8f0ec3fe2	common_voice_sw_31855687.mp3	Ntoto ndigi kan’jieleza kwa Kizungu	2	1	twenties	female		sw	
1226b72a85232d6a004e07166fe51ea6a5029ef4b880c032262e8ca2c3a64793f9c9914fd9a1236d4b2a855e5597bfd20717f26d58f8585dea1735a8f0ec3fe2	common_voice_sw_31855786.mp3	Ama kiwiliwili change leo sijisikii vizuri	2	0	twenties	female		sw	
1eaea2a197f63ec8e1c6616a6134d2a8294d6c82087f8d97c525fab341b976846b8e016e86e718b3b3ac49d0cb18382c049f843a92b7e02306578daa6ddba4af	common_voice_sw_32176572.mp3	Mpigie simu wakili mkuu wa mahakama.	2	0	twenties	male		sw	
1eaea2a197f63ec8e1c6616a6134d2a8294d6c82087f8d97c525fab341b976846b8e016e86e718b3b3ac49d0cb18382c049f843a92b7e02306578daa6ddba4af	common_voice_sw_32176573.mp3	"Haikuwa bamba, itakuwa kuti"	4	0	twenties	male		sw	
1eaea2a197f63ec8e1c6616a6134d2a8294d6c82087f8d97c525fab341b976846b8e016e86e718b3b3ac49d0cb18382c049f843a92b7e02306578daa6ddba4af	common_voice_sw_32176603.mp3	Unawaza kwamba inagharimu sana?	7	0	twenties	male		sw	
1eaea2a197f63ec8e1c6616a6134d2a8294d6c82087f8d97c525fab341b976846b8e016e86e718b3b3ac49d0cb18382c049f843a92b7e02306578daa6ddba4af	common_voice_sw_32176649.mp3	Rehema amesababisha ule ugomvi	3	0	twenties	male		sw	
